text,clusters,probabilities
cidcm umd edu mar assessment groupid data assessment christians iran condition majority christians iran unchanged decade worsened culture-arts-entertainment,0,"[0.961799681186676, 0.01692914217710495, 9.537392543279566e-06, 0.0008743248181417584, 0.001441528438590467, 9.813531505642459e-05, 5.605455498880474e-06, 0.018841981887817383]"
christians deviantart christians deviantart art community artists devoted art digital art skin art themes wallpaper art traditional art photography poetry prose art prints culture-arts-entertainment,0,"[1.0, 5.0009791863203645e-09, 2.6340789358730854e-13, 6.863163509729375e-11, 3.936351333777566e-08, 1.0788444519248958e-13, 1.1353574330685845e-11, 5.319816809290501e-10]"
christiansofiraq christians iraq articles historical pictures assyrians babylonians comments origin history christian minorities iraq culture-arts-entertainment,0,"[0.9999047517776489, 2.7949528202952933e-07, 1.7658385864649517e-09, 1.0987160070641266e-09, 2.0710146486635495e-08, 3.6103017797550763e-10, 3.7769609662063885e-09, 9.495516133029014e-05]"
christiansofiraq escape iraq christian assyrians flee syria damascus syria steady iraqi christians syria escape threats violence islamic extremists culture-arts-entertainment,0,"[0.9921741485595703, 0.0033002851996570826, 8.415260595029395e-07, 1.2745154265303427e-07, 4.641125997295603e-05, 1.816662734199781e-05, 3.0788022131744697e-10, 0.004460114520043135]"
growingchristians growing christians ministries bible teaching ministry bible teaching ministry developed facilitate steady spiritual growth devotions courses radio sermons online culture-arts-entertainment,0,"[0.5705718994140625, 8.060837717493996e-05, 0.002856017090380192, 1.541783603897784e-05, 0.4118044078350067, 0.0003499246668070555, 0.003912726882845163, 0.010408940725028515]"
persecution suffering persecution christians persecuted church international christian assistance advocacy awareness persecuted suffering christian church china sudan east culture-arts-entertainment,0,"[0.9818527102470398, 0.016453947871923447, 5.786638666904764e-06, 7.73199531067803e-07, 0.0016223908169195056, 2.554732418502681e-06, 1.9304133402897605e-08, 6.173798465169966e-05]"
coolfreebielinks christian freebies stuff christians coolfreebielinks stuff samples freebies christians christian bibles games software music culture-arts-entertainment,7,"[0.0036997429560869932, 5.3637769781289535e-08, 2.5079025078866835e-08, 6.43761595711112e-05, 5.967276592855342e-05, 0.00011241008178330958, 2.1507325698166824e-07, 0.9960635304450989]"
everything index node christian christian com christian testament divinely inspired book admirably suited spiritual neighbor culture-arts-entertainment,0,"[0.9999996423721313, 3.643956525412051e-10, 2.2751448724989132e-08, 1.2110122904473997e-09, 2.5123625846390496e-07, 1.5361072414066257e-09, 6.730734725124421e-08, 3.797034153762979e-08]"
filmbug filmbug guide movie stars filmbug guide movie stars pages actors directors screenwriters celebrities biographies forums images culture-arts-entertainment,0,"[0.9918831586837769, 1.5740941989861312e-06, 2.342370208907596e-07, 9.071088324930088e-10, 1.0093583746595414e-09, 1.9708018328401522e-07, 3.190633521277242e-11, 0.008114753291010857]"
filmbug people directory filmbug filmbug guide movie stars movie stars directory links filmbug showbiz news search movie dictionary dvds culture-arts-entertainment,7,"[0.007768432144075632, 1.4727992159180303e-08, 3.279981513060193e-07, 1.8255105871389787e-08, 3.0240718262852795e-10, 1.978333102670149e-06, 1.2962776685387922e-11, 0.9922292828559875]"
cuadra demos moviestar cuadra associates movie star database movie star database history academy awards academy motion picture arts sciences culture-arts-entertainment,0,"[0.9966590404510498, 4.693676203260111e-07, 4.956905286235269e-07, 1.0012864981590042e-09, 4.094455441361333e-09, 1.8341529539611656e-07, 4.488593052798251e-09, 0.003339804708957672]"
moviestarnews movie star news picture rarest movie star movie star news selection culture-arts-entertainment,0,"[0.9995096921920776, 7.130576684666323e-10, 9.061539296695287e-10, 6.731405710613814e-11, 8.396625408857439e-12, 1.6881953612823963e-08, 1.3353144544953066e-12, 0.0004902396467514336]"
wikipedia wiki movie star movie star wikipedia encyclopedia star vehicles filmed display talents movie stars studio culture-arts-entertainment,0,"[0.7012954354286194, 6.719163820889662e-07, 8.616867489763536e-06, 1.1793870768883608e-08, 4.1790060301138965e-10, 5.3140400268603116e-05, 1.6157819526796402e-10, 0.2986420691013336]"
imdb couples couples index movie star marriages lettered links lead lists people letter culture-arts-entertainment,0,"[0.9999998807907104, 3.086885413949858e-08, 2.282085187488292e-09, 3.1116233721595332e-12, 1.7121082329651927e-11, 2.4357438288546973e-09, 6.982457147197696e-12, 4.5638959278448965e-08]"
starseeker act acting categories starseeker jackie chan bruce lee star trek star trek information contact information film studios movie previews movie previews prizes culture-arts-entertainment,7,"[0.024012966081500053, 2.254555283798254e-06, 5.5772417795196816e-08, 1.7954302933276267e-08, 3.719467622786965e-09, 9.438497841074422e-07, 3.311317609000497e-10, 0.9759837985038757]"
allmoviestar allmoviestar com celebrity image gallery allmoviestar com featuring celebrity images culture-arts-entertainment,0,"[1.0, 3.0342173218400603e-10, 9.545614076955644e-09, 7.266214539780602e-13, 1.9463031880606607e-11, 2.559448430972111e-09, 3.7924660157076517e-13, 4.9776165411685724e-09]"
movieactors superstars super star index movieactors com super star definition definition super star movie actor actress movie fans rush culture-arts-entertainment,0,"[0.9973841309547424, 1.5762428802190698e-06, 5.3045908998683444e-08, 1.384608872001536e-08, 6.486666065397273e-11, 9.889915418170858e-06, 9.460784586301507e-12, 0.002604388864710927]"
movieactors actors movie actors movie stars movieactors com actors discover movie stars laurel hardy grace kelly cary grant humphrey bogart katharine hepburn visiting super stars culture-arts-entertainment,0,"[0.9994634985923767, 2.5462782105023507e-07, 2.0765623887086804e-08, 1.0264108452062715e-09, 1.700343615906874e-10, 1.3639194548886735e-05, 3.369386714080491e-11, 0.000522659276612103]"
moviestars movie stars movie actors stars moviestars com moviestars com movie stars movie actors stars culture-arts-entertainment,0,"[0.9997230172157288, 2.2863551052410003e-08, 1.50837795587222e-08, 1.5883751258716217e-10, 2.4774222603940466e-11, 3.8485049458358844e-07, 6.812056886455753e-13, 0.0002765669778455049]"
moviestarinc movie star inc portal page movie star inc apparel company designs manufactures markets sells women sleepwear robes panties leisurewear loungewear daywear culture-arts-entertainment,0,"[0.9993892908096313, 1.8137167216991656e-06, 2.4088597001536982e-06, 4.98691542816232e-06, 0.0005831306334584951, 1.7868334907689132e-05, 5.52592832603338e-11, 5.256901545180881e-07]"
joblo screensavers index joblo movie star screensavers quality collection beautiful movie star screen savers celebrities salma hayek brad pitt lopez charlize theron culture-arts-entertainment,0,"[0.9999371767044067, 1.5746427495244575e-09, 4.994099711552735e-08, 2.7204766217536758e-11, 7.481008174048398e-11, 3.404853510247108e-09, 8.738509048311638e-12, 6.278642831603065e-05]"
juanalbuerne juan albuerne movie stars albuerne movie stars para ver coleccion cliquear sobre fotografia introduction choosen bear prizes culture-arts-entertainment,0,"[0.9907805323600769, 6.83338294038549e-05, 4.588289357343456e-07, 8.47157899386275e-11, 1.1501316565798447e-09, 0.0010096479672938585, 1.1034274649546205e-07, 0.00814081821590662]"
thehollywoodcollection stores yahoo hollywood collection movie star jewelry hollywood collection connection fabulous jewels legendary movie stars reproductions jewelry worn marilyn monroe culture-arts-entertainment,0,"[0.9999569654464722, 1.0372862561780494e-05, 1.3841382724422147e-06, 1.3639862572745187e-09, 2.310826197060578e-08, 8.64068510963989e-07, 6.005742431147709e-11, 3.0355737180798315e-05]"
imdb title movie star movie star imdb movies celebs culture-arts-entertainment,0,"[0.9999967813491821, 6.592367624014273e-11, 8.627194791888115e-11, 3.3668160354929574e-14, 5.14021063127007e-13, 2.1843169495383563e-09, 1.3986969134988092e-12, 3.217010998923797e-06]"
tmz bai ling crazy movie star bai ling crazy movie star tmz com bai ling necessarily acting talent book life crazy movie star culture-arts-entertainment,0,"[0.5060363411903381, 3.578905136691901e-07, 1.934916582513324e-08, 1.6879234121525144e-10, 2.8580877664552418e-09, 2.7375922400096897e-06, 4.042178397556384e-11, 0.49396058917045593]"
cinematical jessica simpsons major movie star adds bunch not majo jessica simpson movie star bunch hot boobs manager father transform prize possession movie star culture-arts-entertainment,7,"[3.702227331814356e-05, 5.708978392249264e-07, 1.3804565490715959e-08, 1.5530949859510201e-09, 2.3279068950277093e-10, 1.750111550791189e-05, 2.948830687011378e-13, 0.999944806098938]"
nevadaweb nevadaca edna edna purviance nevada forgotten movie star toll edna purviance nevada forgotten movie star mini-biography toll culture-arts-entertainment,0,"[0.8613532185554504, 9.368642963636375e-07, 7.77092973303084e-11, 9.683079893463287e-10, 2.1461444177361955e-08, 1.0600831956253387e-05, 3.0308844323201356e-10, 0.13863526284694672]"
silentladies silent ladies gents silent ladies gents photo galleries silent film stars photo galleries profiles silent movie stars update tweakin menus culture-arts-entertainment,0,"[0.9995735287666321, 1.5198281289485749e-05, 1.530892461687472e-07, 7.592066708639322e-08, 1.0702869985834695e-06, 3.080038004554808e-05, 1.228379731266216e-09, 0.0003791509661823511]"
wikipedia wiki television television wikipedia encyclopedia television abbreviated tube telly telecommunication system broadcasting culture-arts-entertainment,7,"[2.7089268769486807e-05, 2.6333154323765484e-07, 5.679716252871003e-09, 1.273933503398439e-05, 4.22900399144055e-08, 1.0652195925331398e-07, 4.8254111817414014e-08, 0.9999597072601318]"
wikipedia wiki television band television band wikipedia encyclopedia television york city american rock music band television mainstream commercial culture-arts-entertainment,7,"[4.3240638660790864e-06, 7.882666977820918e-06, 1.7220609382917473e-09, 3.186858634762757e-07, 1.6795340673780856e-09, 5.795891411253251e-06, 2.384961369020222e-12, 0.9999816417694092]"
tvguide guide listings online videos entertainment news listings scoops celebrity gossip movie reviews blog favorite movies celebrities culture-arts-entertainment,7,"[0.1413896083831787, 1.4307337323771208e-06, 6.778643069083046e-08, 2.7891646325883812e-08, 6.642924543776019e-10, 3.465362169663422e-05, 5.947453900895239e-12, 0.8585741519927979]"
television aol listings television guide aol television listings news reviews television culture-arts-entertainment,7,"[0.011571618728339672, 3.3876337965921266e-06, 2.108854687321582e-06, 5.0682961045822594e-06, 3.599497802042606e-07, 1.875920816019061e-06, 1.3554837252627294e-09, 0.9884155988693237]"
nytimes pages arts television index arts television york news reviews actors actresses sitcoms networks cable finale movies hbo writers directors talk emmy awards culture-arts-entertainment,0,"[0.9995879530906677, 7.115583139238879e-05, 1.7043905700120376e-06, 5.80810350925276e-08, 2.164210366473185e-09, 2.088804421873647e-06, 1.8553184544245482e-09, 0.0003371309721842408]"
tvhistory television history history design development marketing photographs sets program information timelines magazines books toys culture-arts-entertainment,7,"[1.1546561040631786e-07, 2.521399551369541e-07, 3.3172167235306915e-09, 1.1045343306648192e-08, 5.095912580799222e-11, 8.885022495519479e-09, 5.885800180571721e-11, 0.9999996423721313]"
dmoz arts television directory arts television arts radio arts video computers internet broadcasting video news media science technology television culture-arts-entertainment,7,"[1.008343929242983e-06, 9.9461139768664e-08, 6.84002410267226e-10, 0.003937315195798874, 1.92834797019259e-08, 5.746156261920987e-08, 1.4425582950394755e-09, 0.9960615038871765]"
dir yahoo news and media television television yahoo directory television stations region sites covering television advertising television personalities networks organizations culture-arts-entertainment,7,"[0.005008479114621878, 0.0006177174509502947, 0.00015992412227205932, 3.096591535722837e-05, 8.634752646230481e-08, 0.0002533903461880982, 6.6444254542830095e-09, 0.9939295053482056]"
